"Date","Price","Open","High","Low","Vol.","Change %"
"11/26/2019","90.73","87.25","90.73","86.82","1.50M","5.00%"
"11/25/2019","86.41","85.45","86.82","85.36","199.10K","2.01%"
"11/22/2019","84.71","83.64","85.36","82.45","318.45K","2.39%"
"11/21/2019","82.73","85.45","85.45","82.73","17.05K","-3.10%"
"11/20/2019","85.38","85.45","86.36","84.55","635.25K","-0.08%"
"11/19/2019","85.45","85.45","85.91","84.57","676.50K","-0.28%"
"11/18/2019","85.69","86.45","87.26","85.45","89.65K","-0.38%"
"11/15/2019","86.02","85.45","86.59","85.45","176.55K","-0.31%"
"11/14/2019","86.29","86.76","86.76","85.45","155.65K","0.26%"
"11/13/2019","86.07","86.27","86.82","85.91","961.95K","0.19%"
"11/12/2019","85.91","85.09","86.68","85.09","209.55K","-0.52%"
"11/11/2019","86.36","86.54","86.82","85.68","17.05K","2.26%"
"11/08/2019","84.45","84.10","84.55","83.65","793.10K","-0.57%"
"11/07/2019","84.93","83.74","86.32","83.74","23.65K","-1.14%"
"11/06/2019","85.91","87.26","87.27","85.45","382.80K","-0.42%"
"11/05/2019","86.27","86.90","87.28","85.45","173.80K","1.47%"
"11/04/2019","85.02","83.64","85.82","83.64","231.55K","2.47%"
"11/01/2019","82.97","80.09","83.64","80.00","82.50K","1.74%"
"10/31/2019","81.55","80.91","81.64","80.82","56.10K","1.46%"
"10/30/2019","80.38","79.77","80.45","79.32","14.30K","0.54%"
"10/29/2019","79.95","80.00","82.73","79.55","183.15K","0.95%"
"10/28/2019","79.20","78.64","80.00","78.19","73.70K","0.71%"
"10/25/2019","78.64","79.91","80.00","78.18","41.80K","-2.02%"
"10/24/2019","80.26","79.55","80.81","79.55","2.20K","0.61%"
"10/23/2019","79.77","78.27","79.99","78.27","2.20K","1.44%"
"10/22/2019","78.64","79.05","79.08","78.64","2.20K","0.50%"
"10/21/2019","78.25","79.09","79.09","76.50","24.20K","-2.82%"
"10/18/2019","80.52","79.77","80.91","79.55","7.70K","0.41%"
"10/17/2019","80.19","80.91","80.92","77.45","34.65K","-0.53%"
"10/16/2019","80.62","80.45","81.82","79.58","39.05K","0.76%"
"10/15/2019","80.01","80.00","80.90","80.00","39.05K","0.01%"
"10/14/2019","80.00","79.97","80.00","79.32","74.80K","0.13%"
"10/11/2019","79.90","78.64","82.19","77.73","48.40K","0.83%"
"10/10/2019","79.24","78.62","80.00","78.62","22.55K","1.05%"
"10/09/2019","78.42","77.91","78.91","77.33","156.20K","1.49%"
"10/08/2019","77.27","76.44","78.19","76.36","339.35K","0.42%"
"10/07/2019","76.95","75.68","78.82","75.68","26.95K","-2.25%"
"10/04/2019","78.72","79.00","79.00","77.36","3.85K","1.35%"
"10/03/2019","77.67","77.18","79.08","77.18","61.60K","1.28%"
"10/02/2019","76.69","76.55","76.82","76.36","22.55K","1.63%"
"10/01/2019","75.46","75.68","77.65","74.27","26.95K","-0.29%"
"09/30/2019","75.68","75.45","75.68","75.45","9.35K","-0.24%"
"09/27/2019","75.86","75.86","75.86","75.86","0.55K","-0.64%"
"09/26/2019","76.35","76.35","76.35","76.35","0.55K","2.41%"
"09/25/2019","74.55","75.45","75.45","74.55","6.05K","-1.19%"
"09/24/2019","75.45","75.45","75.45","75.45","0.55K","1.09%"
"09/23/2019","74.64","74.64","74.64","74.64","0.55K","-0.24%"
"09/20/2019","74.82","75.64","75.64","74.82","4.40K","-2.00%"
"09/19/2019","76.35","75.64","76.74","75.64","24.75K","0.98%"
"09/18/2019","75.61","75.74","75.74","75.45","4.95K","-2.15%"
"09/17/2019","77.27","75.45","77.27","75.45","32.45K","0.00%"
"09/16/2019","77.27","77.45","77.45","77.27","3.30K","-1.16%"
"09/13/2019","78.18","77.27","78.18","77.27","23.10K","0.94%"
"09/12/2019","77.45","77.73","79.08","77.45","506.55K","0.77%"
"09/11/2019","76.86","74.09","77.04","74.09","7.15K","1.87%"
"09/05/2019","75.45","74.10","78.50","74.10","11.55K","-0.53%"
"09/04/2019","75.85","72.64","76.27","72.64","66.00K","4.38%"
"09/03/2019","72.67","75.01","75.45","71.68","27.50K","-3.68%"
"09/02/2019","75.45","74.55","75.45","73.65","39.60K","1.38%"
"08/30/2019","74.42","75.91","77.27","73.56","1.73M","-3.89%"
"08/29/2019","77.43","76.36","78.18","75.45","18.70K","1.26%"
"08/28/2019","76.47","76.36","77.27","76.36","609.95K","0.94%"
"08/27/2019","75.76","77.18","77.75","74.55","88.00K","2.31%"
"08/26/2019","74.05","75.19","75.19","73.68","12.65K","-3.84%"
"08/23/2019","77.01","77.29","77.50","74.59","56.65K","-1.46%"
"08/22/2019","78.15","77.29","79.09","77.27","46.20K","0.90%"
"08/21/2019","77.45","75.55","78.18","75.55","33.55K","0.64%"
"08/20/2019","76.96","75.01","78.18","73.64","59.40K","1.97%"
"08/19/2019","75.47","74.86","76.73","74.55","31.90K","0.07%"
"08/16/2019","75.42","75.78","75.92","75.00","356.40K","-1.95%"
"08/09/2019","76.92","75.18","77.26","75.18","5.50K","0.16%"
"08/08/2019","76.80","74.68","77.27","73.32","38.50K","-0.03%"
"08/07/2019","76.82","78.18","78.18","76.82","11.55K","-3.41%"
"08/06/2019","79.53","78.82","79.91","77.27","249.70K","-0.58%"
"08/05/2019","79.99","77.34","81.72","77.28","36.30K","-1.64%"
"08/02/2019","81.32","79.32","81.81","79.32","12.65K","1.98%"
"08/01/2019","79.74","80.86","80.86","79.69","1.65K","-1.03%"
"07/31/2019","80.57","80.45","80.91","79.77","22.00K","0.65%"
"07/30/2019","80.05","79.55","80.45","77.73","14.85K","0.46%"
"07/29/2019","79.68","82.73","82.73","79.21","106.70K","-4.43%"
"07/26/2019","83.37","81.80","84.09","79.63","56.10K","1.42%"
"07/25/2019","82.20","82.14","82.27","82.14","6.05K","0.10%"
"07/24/2019","82.12","81.82","84.09","80.23","65.45K","-1.82%"
"07/23/2019","83.64","83.64","83.64","83.64","0.55K","3.32%"
"07/22/2019","80.95","80.71","82.27","80.71","7.70K","0.41%"
"07/19/2019","80.62","81.82","81.82","79.09","12.10K","1.09%"
"07/18/2019","79.75","81.82","81.82","79.19","6.60K","-4.27%"
"07/17/2019","83.31","81.82","83.64","81.36","21.45K","1.80%"
"07/16/2019","81.84","80.02","82.64","80.02","26.40K","2.29%"
"07/15/2019","80.01","79.09","80.78","79.09","50.60K","-2.21%"
"07/12/2019","81.82","82.73","82.73","81.82","1.65K","-1.15%"
"07/11/2019","82.77","82.73","83.34","82.72","29.70K","0.05%"
"07/10/2019","82.73","83.65","84.54","82.73","287.65K","-3.15%"
"07/09/2019","85.42","84.99","85.90","83.25","3.30K","1.01%"
"07/08/2019","84.57","80.92","84.99","80.92","6.05K","1.56%"
"07/05/2019","83.27","83.23","83.64","82.91","6.05K","-2.67%"
"07/04/2019","85.55","85.45","86.36","84.09","157.85K","0.51%"
"07/03/2019","85.12","86.73","86.73","84.55","11.00K","-2.04%"
"07/02/2019","86.89","86.82","86.89","85.55","1.65K","-0.96%"
"07/01/2019","87.73","87.73","87.73","87.73","2.75K","0.55%"
"06/28/2019","87.25","81.84","88.18","81.84","89.10K","3.07%"
"06/27/2019","84.65","83.64","84.68","83.17","20.90K","1.23%"
"06/26/2019","83.62","80.00","85.45","79.09","46.20K","2.75%"
"06/25/2019","81.38","82.72","82.72","80.91","4.18K","-0.57%"
"06/24/2019","81.85","81.91","84.45","80.91","126.17K","-2.58%"
"06/21/2019","84.02","83.64","84.52","81.91","3.30K","-0.74%"
"06/20/2019","84.65","84.64","84.69","84.64","15.40K","-0.66%"
"06/19/2019","85.21","83.82","86.32","83.82","31.79K","0.01%"
"06/18/2019","85.20","85.09","85.91","84.53","2.42K","-1.41%"
"06/17/2019","86.42","86.27","88.09","86.18","1.41M","0.12%"
"06/14/2019","86.32","87.18","87.18","85.45","54.01K","-0.15%"
"06/13/2019","86.45","84.55","87.27","83.64","421.85K","1.56%"
"06/12/2019","85.12","82.82","85.36","82.82","18.59K","1.67%"
"06/11/2019","83.72","81.95","85.18","81.95","104.83K","-0.14%"
"06/10/2019","83.84","82.73","84.26","82.73","21.23K","-2.08%"
"06/03/2019","85.62","82.86","86.35","82.86","7.59K","0.16%"
"05/30/2019","85.48","86.36","86.36","83.65","19.14K","-0.48%"
"05/29/2019","85.89","84.55","86.36","83.92","190.52K","0.50%"
"05/28/2019","85.46","83.64","87.01","83.18","39.93K","0.18%"
"05/27/2019","85.31","84.73","85.55","84.55","22.77K","-1.58%"
"05/24/2019","86.68","88.64","88.64","85.45","27.94K","-1.79%"
"05/23/2019","88.26","86.37","89.55","86.37","61.27K","0.71%"
"05/22/2019","87.64","87.73","88.19","87.27","30.91K","1.05%"
"05/21/2019","86.73","86.36","86.82","83.18","19.14K","0.60%"
"05/20/2019","86.21","84.18","87.18","83.64","57.20K","-1.32%"
"05/17/2019","87.36","84.61","87.64","84.59","6.60K","-1.80%"
"05/16/2019","88.96","87.27","88.99","87.27","17.27K","1.09%"
"05/15/2019","88.00","86.85","89.54","86.82","42.24K","-0.72%"
"05/14/2019","88.64","85.45","89.09","85.45","23.43K","0.83%"
"05/13/2019","87.91","90.45","90.45","82.73","55.55K","1.41%"
"05/10/2019","86.69","85.91","89.55","83.65","24.75K","1.03%"
"05/09/2019","85.81","86.36","87.04","85.45","11.66K","-0.83%"
"05/08/2019","86.53","85.96","86.82","85.96","17.05K","-3.26%"
"05/07/2019","89.45","89.45","89.45","89.45","0.66K","0.25%"
"05/06/2019","89.23","85.05","90.00","85.05","15.18K","1.39%"
"05/03/2019","88.01","85.00","90.00","84.55","10.67K","0.92%"
"05/02/2019","87.21","88.18","88.18","85.45","14.74K","-2.42%"
"04/30/2019","89.37","88.18","90.36","88.18","37.62K","1.11%"
"04/29/2019","88.39","90.86","90.86","85.93","21.12K","1.26%"
"04/26/2019","87.29","82.73","87.71","82.73","5.28K","4.36%"
"04/25/2019","83.64","83.64","83.73","83.64","1.32K","-0.65%"
"04/24/2019","84.19","83.18","85.41","82.27","25.08K","1.21%"
"04/23/2019","83.18","84.55","86.32","83.18","7.15K","0.00%"
"04/22/2019","83.18","84.55","84.55","83.18","4.95K","-2.68%"
"04/19/2019","85.47","85.45","85.55","85.45","97.68K","1.03%"
"04/18/2019","84.60","86.36","87.27","84.55","94.71K","-3.49%"
"04/17/2019","87.66","87.81","88.02","87.60","86.76K","-0.44%"
"04/16/2019","88.05","90.05","90.49","87.70","43.44K","-1.33%"
"04/15/2019","89.24","90.57","90.57","86.98","17.91K","-1.47%"
"04/12/2019","90.57","90.91","90.91","90.50","98.13K","0.09%"
"04/11/2019","90.49","92.56","92.56","90.08","69.45K","0.72%"
"04/10/2019","89.84","90.91","90.91","89.13","166.62K","-0.82%"
"04/09/2019","90.58","87.65","90.91","87.65","26.86K","2.29%"
"04/08/2019","88.55","90.91","90.91","88.02","346.54K","-2.11%"
"04/05/2019","90.46","90.88","90.91","89.68","634.52K","-0.48%"
"04/04/2019","90.90","90.17","91.65","90.08","28.43K","-0.60%"
"04/03/2019","91.45","90.91","92.56","90.90","210.90K","2.10%"
"04/02/2019","89.57","90.90","90.90","89.26","15.12K","-2.49%"
"04/01/2019","91.86","90.08","92.41","89.34","96.68K","4.36%"
"03/29/2019","88.02","89.17","89.17","87.66","5.57K","-0.46%"
"03/28/2019","88.43","88.02","88.43","87.69","6.41K","-0.95%"
"03/27/2019","89.28","89.26","90.50","89.23","23.35K","2.85%"
"03/26/2019","86.81","85.95","89.96","85.13","18.75K","0.57%"
"03/25/2019","86.32","86.36","86.36","85.95","364.09K","-0.05%"
"03/22/2019","86.36","86.36","86.36","86.36","4.48K","0.17%"
"03/21/2019","86.21","87.19","87.19","85.14","4.48K","-1.21%"
"03/20/2019","87.27","86.36","88.26","86.32","6.17K","0.77%"
"03/19/2019","86.60","86.16","88.35","86.16","5.32K","-0.28%"
"03/18/2019","86.84","83.88","87.77","83.64","38.84K","3.86%"
"03/15/2019","83.61","83.06","84.96","82.64","11.98K","-0.36%"
"03/14/2019","83.91","85.12","85.12","83.47","30.85K","0.35%"
"03/13/2019","83.62","85.12","85.12","82.64","83.61K","-0.12%"
"03/12/2019","83.72","86.36","86.36","82.82","9.56K","0.11%"
"03/11/2019","83.63","83.47","85.83","83.47","3.87K","-2.14%"
"03/08/2019","85.46","86.78","91.26","83.62","29.40K","-1.69%"
"03/07/2019","86.93","90.29","90.49","85.55","8.47K","-0.76%"
"03/06/2019","87.60","88.43","88.43","87.07","5.08K","-1.86%"
"03/05/2019","89.26","88.02","89.26","85.55","31.58K","0.00%"
"03/04/2019","89.26","90.08","90.91","89.26","10.77K","-2.70%"
"03/01/2019","91.74","94.21","94.21","89.68","15.97K","0.34%"
"02/28/2019","91.43","91.73","91.73","90.91","0.48K","2.73%"
"02/27/2019","89.00","85.12","89.66","83.55","79.38K","2.37%"
"02/26/2019","86.94","88.43","89.26","86.94","15.25K","-3.88%"
"02/25/2019","90.45","91.86","91.86","90.08","25.53K","-1.37%"
"02/22/2019","91.71","88.06","91.98","87.60","152.58K","4.68%"
"02/21/2019","87.61","86.80","87.61","86.80","113.01K","0.08%"
"02/20/2019","87.54","86.21","87.60","85.95","225.66K","1.54%"
"02/19/2019","86.21","85.12","86.36","84.71","143.99K","2.17%"
"02/18/2019","84.38","84.30","85.95","84.30","302.02K","0.26%"
"02/15/2019","84.16","84.30","84.30","83.88","0.60K","-1.10%"
"02/14/2019","85.10","85.93","85.93","85.93","0.12K","0.00%"
"02/13/2019","85.10","84.30","86.77","84.30","184.04K","-1.92%"
"02/12/2019","86.77","84.71","85.91","84.71","0.24K","0.00%"
"02/11/2019","86.77","86.36","86.77","86.34","2.30K","0.03%"
"02/08/2019","86.74","85.95","86.78","85.95","22.87K","0.51%"
"02/07/2019","86.30","86.78","86.78","85.95","8.23K","-0.55%"
"02/06/2019","86.78","87.19","87.19","86.40","228.21K","0.00%"
"02/04/2019","86.78","87.60","88.43","85.95","51.06K","0.00%"
"02/01/2019","86.78","86.78","86.78","86.36","9.92K","0.00%"
"01/31/2019","86.78","86.78","86.94","84.75","49.13K","0.32%"
"01/30/2019","86.50","85.54","86.53","85.54","1.81K","-0.06%"
"01/29/2019","86.55","88.17","88.17","85.12","37.15K","0.94%"
"01/28/2019","85.74","84.71","87.19","84.71","7.02K","-1.66%"
"01/25/2019","87.19","87.60","87.60","84.31","4.36K","-1.11%"
"01/24/2019","88.17","88.43","88.43","87.60","4.96K","-0.43%"
"01/23/2019","88.55","90.08","90.80","88.22","18.63K","-0.33%"
"01/22/2019","88.84","88.64","90.07","88.64","37.87K","0.46%"
"01/21/2019","88.43","89.13","89.26","88.43","84.58K","-1.03%"
"01/18/2019","89.35","90.08","90.08","89.05","1.57K","-1.22%"
"01/17/2019","90.45","88.43","90.80","88.43","13.43K","1.28%"
"01/16/2019","89.31","92.55","92.55","87.60","4.60K","0.48%"
"01/15/2019","88.88","88.84","90.08","87.02","13.07K","-0.30%"
"01/14/2019","89.15","88.43","90.50","86.78","8.23K","1.39%"
"01/11/2019","87.93","88.02","88.43","85.54","4.84K","-0.20%"
"01/10/2019","88.11","89.20","89.67","87.20","38.84K","-1.22%"
"01/09/2019","89.20","90.08","90.09","88.02","31.58K","0.37%"
"01/08/2019","88.87","88.43","90.91","88.41","38.24K","0.50%"
"01/07/2019","88.43","88.43","88.60","88.40","123.18K","0.57%"
"01/04/2019","87.93","90.08","90.08","90.08","0.12K","0.00%"
"01/03/2019","87.93","86.94","87.93","86.94","2.66K","-2.12%"
"01/01/2019","89.83","90.80","90.91","89.30","14.64K","-1.07%"
